word,len,pattern
possession,10,ABCCDCCEBF
possessional,12,ABCCDCCEBFGH
possessive,10,ABCCDCCEFD
possessor,9,ABCCDCCBE
possibility,11,ABCCDEDFDGH
possible,8,ABCCDEFG
possibly,8,ABCCDEFG
possum,6,ABCCDE
post,4,ABCD
postage,7,ABCDEFG
postal,6,ABCDEF
postcard,8,ABCDEFGH
postcondition,13,ABCDEBFGHDHBF
postdoctoral,12,ABCDEBFDBGHI
posterior,9,ABCDEFGBF
posteriori,10,ABCDEFGBFG
posterity,9,ABCDEFGDH
postfix,7,ABCDEFG
postgraduate,12,ABCDEFGHIGDJ
posthumous,10,ABCDEFGBFC
postlude,8,ABCDEFGH
postman,7,ABCDEFG
postmarital,11,ABCDEFGHDFI
postmark,8,ABCDEFGH
postmaster,10,ABCDEFCDGH
postmen,7,ABCDEFG
postmortem,10,ABCDEBFDGE
postoperative,13,ABCDBAEFGDHIE
postorder,9,ABCDBEFGE
postpartum,10,ABCDAEFDGH
postpone,8,ABCDABEF
postponement,12,ABCDABEFGFED
postpositions,13,ABCDABCEDEBFC
posts,5,ABCDC
postscript,10,ABCDCEFGAD
postsecondary,13,ABCDCEFBGHIJK
postulate,9,ABCDEFGDH
posture,7,ABCDEFG
postvocalic,11,ABCDEBFGHIF
postwar,7,ABCDEFG
pot,3,ABC
potable,7,ABCDEFG
potage,6,ABCDEF
potash,6,ABCDEF
potassium,9,ABCDEEFGH
potato,6,ABCDCB
potatoes,8,ABCDCBEF
potbelly,8,ABCDEFFG
potboil,7,ABCDBEF
Potemkin,8,ABCDEFGH
potency,7,ABCDEFG
potent,6,ABCDEC
potentate,9,ABCDECFCD
potential,9,ABCDECFGH
potentiality,12,ABCDECFGHFCI
potentiating,12,ABCDECFGCFEH
potentiometer,13,ABCDECFBGDCDH
pothole,7,ABCDBEF
potion,6,ABCDBE
potlatch,8,ABCDECFG
potluck,7,ABCDEFG
Potomac,7,ABCBDEF
potpourri,9,ABCABDEEF
Potsdam,7,ABCDEFG
Pottawatomie,12,ABCCDEDCBFGH
potted,6,ABCCDE
potter,6,ABCCDE
pottery,7,ABCCDEF
potting,7,ABCCDEF
Potts,5,ABCCD
pouch,5,ABCDE
Poughkeepsie,12,ABCDEFGGAHIG
poultice,8,ABCDEFGH
poultry,7,ABCDEFG
pounce,6,ABCDEF
pound,5,ABCDE
pour,4,ABCD
pouring,7,ABCDEFG
Poussin,7,ABCDDEF
pout,4,ABCD
poverty,7,ABCDEFG
pow,3,ABC
powder,6,ABCDEF
powderpuff,10,ABCDEFAGHH
powdery,7,ABCDEFG
Powell,6,ABCDEE
power,5,ABCDE
powerful,8,ABCDEFGH
powerless,9,ABCDEFDGG
pox,3,ABC
practicability,14,ABCDEFDCGFHFEI
practicable,11,ABCDEFDCGHI
practicably,11,ABCDEFDCGHI
practical,9,ABCDEFDCG
practicality,12,ABCDEFDCGFEH
practice,8,ABCDEFDG
practitioner,12,ABCDEFEFGHIB
pragmatic,9,ABCDECFGH
pragmatically,13,ABCDECFGHCIIJ
pragmatism,10,ABCDECFGHE
pragmatist,10,ABCDECFGHF
Prague,6,ABCDEF
prairie,7,ABCDBDE
praise,6,ABCDEF
praiseworthy,12,ABCDEFGHBIJK
praising,8,ABCDEDFG
pram,4,ABCD
prance,6,ABCDEF
prancing,8,ABCDEFDG
prank,5,ABCDE
praseodymium,12,ABCDEFGHIJKI
prate,5,ABCDE
prating,7,ABCDEFG
Pratt,5,ABCDD
prattle,7,ABCDDEF
prattling,9,ABCDDEFGH
Prattville,10,ABCDDEFGGH
Pravda,6,ABCDEC
praxes,6,ABCDEF
praxis,6,ABCDEF
pray,4,ABCD
prayer,6,ABCDEB
prayerful,9,ABCDEBFGH
preach,6,ABCDEF
preaching,9,ABCDEFGHI
preallocate,11,ABCDEEFGDHC
preallocation,13,ABCDEEFGDHIFJ
preallocator,12,ABCDEEFGDHFB
preamble,8,ABCDEFGC
prearranged,11,ABCDBBDEFCG
preassign,9,ABCDEEFGH
Precambrian,11,ABCDEFGBHEI
precarious,10,ABCDEBFGHI
precaution,10,ABCDEFGHIJ
precautionary,13,ABCDEFGHIJEBK
precede,7,ABCDCEC
precedence,10,ABCDCECFDC
precedent,9,ABCDCECFG
precedented,11,ABCDCECFGCE
precept,7,ABCDCAE
preceptive,10,ABCDCAEFGC
precess,7,ABCDCEE
precession,10,ABCDCEEFGH
prechlorination,15,ABCDEFGBHIJKHGI
precinct,8,ABCDEFDG
precious,8,ABCDEFGH
precipice,9,ABCDEAEDC
precipitable,12,ABCDEAEFGHIC
precipitate,11,ABCDEAEFGFC
precipitous,11,ABCDEAEFGHI
precise,7,ABCDEFC
preclude,8,ABCDEFGC
precocious,10,ABCDEDFEGH
precocity,9,ABCDEDFGH
precode,7,ABCDEFC
precollege,10,ABCDEFFCGC
precolonial,11,ABCDEFEGHIF
preconceive,11,ABCDEFDCGHC
preconception,13,ABCDEFDCAGHEF
precondition,12,ABCDEFGHIHEF
preconscious,12,ABCDEFGDHEIG
precooked,9,ABCDEEFCG
precursor,9,ABCDEBFGB
precut,6,ABCDEF
predate,7,ABCDEFC
predatory,9,ABCDEFGBH
predecessor,11,ABCDCECFFGB
predecline,10,ABCDCEFGHC
predefine,9,ABCDCEFGC
predefinition,13,ABCDCEFGFHFIG
predestined,11,ABCDCEFGHCD
predetermine,12,ABCDCECBFGHC
predicament,11,ABCDEFGHCIJ
predicate,9,ABCDEFGHC
predicator,10,ABCDEFGHIB
predict,7,ABCDEFG
predictability,14,ABCDEFGHIEJEGK
predictable,11,ABCDEFGHIJC
predictably,11,ABCDEFGHIJK
predicted,9,ABCDEFGCD
prediction,10,ABCDEFGEHI
predictive,10,ABCDEFGEHC
predictor,9,ABCDEFGHB
predigested,11,ABCDEFCGHCD
predilect,9,ABCDEFCGH
predilection,12,ABCDEFCGHEIJ
predispose,10,ABCDEFAGFC
predisposition,14,ABCDEFAGFEHEGI
predoctoral,11,ABCDEFGEBHI
predominance,12,ABCDEFGHIHJC
predominant,11,ABCDEFGHIHJ
predominate,11,ABCDEFGHIJC
preeminence,11,ABCCDEFCFGC
preeminent,10,ABCCDEFCFG
preemployment,13,ABCCDAEFGDCHI
preempt,7,ABCCDAE
preemption,10,ABCCDAEFGH
preemptive,10,ABCCDAEFGC
preemptor,9,ABCCDAEFB
preen,5,ABCCD
preexistent,11,ABCCDEFGCHG
preexisting,11,ABCCDEFGEHI
prefab,6,ABCDEF
prefabricate,12,ABCDEFBGHEIC
preface,7,ABCDEFC
prefatory,9,ABCDEFGBH
prefect,7,ABCDCEF
prefecture,10,ABCDCEFGBC
prefer,6,ABCDCB
preferable,10,ABCDCBEFGC
preferably,10,ABCDCBEFGH
preference,10,ABCDCBCEFC
preferential,12,ABCDCBCEFGHI
preferment,10,ABCDCBECFG
preferred,9,ABCDCBBCE
preferring,10,ABCDCBBEFG
prefiguration,13,ABCDEFGBHIEJK
prefix,6,ABCDEF
preflight,9,ABCDEFGHI
pregnancy,9,ABCDEFEGH
pregnant,8,ABCDEFEG
prehistoric,11,ABCDEFGHBEI
preindustrial,13,ABCDEFGHIBDJK
preinitialize,13,ABCDEDFDGHDIC
preinterview,12,ABCDEFCBGDCH
preisolated,11,ABCDEFGHICJ
prejudge,8,ABCDEFGC
prejudice,9,ABCDEFGHC
prejudiced,10,ABCDEFGHCF
prejudicial,11,ABCDEFGHGIJ
prelate,7,ABCDEFC
preliminary,11,ABCDEFEGHBI
preliterate,11,ABCDEFCBGFC
prelude,7,ABCDEFC
premarital,10,ABCDEBFGEH
premarket,9,ABCDEBFCG
premature,9,ABCDEFGBC
prematurity,11,ABCDEFGBHFI
premeditate,11,ABCDCEFGHGC
premeditated,12,ABCDCEFGHGCE
premier,7,ABCDECB
premiere,8,ABCDECBC
premise,7,ABCDEFC
premium,7,ABCDEFD
premix,6,ABCDEF
premonition,11,ABCDEFGHGEF
premonitory,11,ABCDEFGHEBI
Prentice,8,ABCDEFGC
preoccupation,13,ABCDEEFAGHIDJ
preoccupy,9,ABCDEEFAG
preordainment,13,ABCDBEFGHICHJ
prep,4,ABCA
prepackaged,11,ABCADEFDGCH
preparation,11,ABCADBDEFGH
preparative,11,ABCADBDEFGC
preparatory,11,ABCADBDEFBG
prepare,7,ABCADBC
prepared,8,ABCADBCE
prepayment,10,ABCADEFCGH
prepend,7,ABCACDE
preponderance,13,ABCADEFCBGEHC
preponderant,12,ABCADEFCBGEH
preponderate,12,ABCADEFCBGHC
preposition,11,ABCADEFGFDH
prepositional,13,ABCADEFGFDHIJ
preposterous,12,ABCADEFCBDGE
prepping,8,ABCAADEF
preprepared,11,ABCABCADBCE
preprint,8,ABCABDEF
preprocessing,13,ABCABDECFFGHI
preprocessor,12,ABCABDECFFDB
preproduction,13,ABCABDEFGHIDJ
preprogrammed,13,ABCABDEBFGGCH
prepubescent,12,ABCADECFGCHI
prepublication,14,ABCADEFGHIJGKL
preradiation,12,ABCBDEFDGFHI
prerequisite,12,ABCBCDEFGFHC
prerogative,11,ABCBDEFGHIC
presage,7,ABCDEFC
Presbyterian,12,ABCDEFGCBHIJ
Presbyterianism,15,ABCDEFGCBHIJHDK
preschool,9,ABCDEFGGH
Prescott,8,ABCDEFGG
prescribe,9,ABCDEBFGC
prescribed,10,ABCDEBFGCH
prescript,9,ABCDEBFAG
prescription,12,ABCDEBFAGFHI
prescriptive,12,ABCDEBFAGFHC
preselect,9,ABCDCECFG
presence,8,ABCDCEFC
present,7,ABCDCEF
presentable,11,ABCDCEFGHIC
presentation,12,ABCDCEFGFHIE
presentational,14,ABCDCEFGFHIEGJ
presentments,12,ABCDCEFGCEFD
presents,8,ABCDCEFD
preservation,12,ABCDCBEFGHIJ
preservative,12,ABCDCBEFGHEC
preserve,8,ABCDCBEC
preserved,9,ABCDCBECF
preset,6,ABCDCE
preside,7,ABCDEFC
presidency,10,ABCDEFCGHI
president,9,ABCDEFCGH
presidential,12,ABCDEFCGHEIJ
Presley,7,ABCDECF
presoaks,8,ABCDEFGD
press,5,ABCDD
pressing,8,ABCDDEFG
pressman,8,ABCDDEFG
pressmen,8,ABCDDECF
pressure,8,ABCDDEBC
pressurize,10,ABCDDEBFGC
prestidigitate,14,ABCDEFGFHFEIEC
prestidigitator,15,ABCDEFGFHFEIEJB
prestige,8,ABCDEFGC
prestigious,11,ABCDEFGFHID
presto,6,ABCDEF
Preston,7,ABCDEFG
presumable,10,ABCDEFGHIC
presumably,10,ABCDEFGHIJ
presume,7,ABCDEFC
presuming,9,ABCDEFGHI
presumption,11,ABCDEFAGHIJ
presumptuous,12,ABCDEFAGEHED
presuppose,10,ABCDEAAFDC
presupposition,14,ABCDEAAFDGHGFI
pretence,8,ABCDCEFC
pretend,7,ABCDCEF
pretended,9,ABCDCEFCF
pretending,10,ABCDCEFGEH
pretense,8,ABCDCEFC
pretentious,11,ABCDCEDFGHI
pretest,7,ABCDCED
pretext,7,ABCDCED
Pretoria,8,ABCDEBFG
pretrial,8,ABCDBEFG
prettily,8,ABCDDEFG
pretty,6,ABCDDE
pretzels,8,ABCDECFG
prevail,7,ABCDEFG
prevailing,10,ABCDEFGFHI
prevalence,10,ABCDEFCGHC
prevalent,9,ABCDEFCGH
prevent,7,ABCDCEF
preventable,11,ABCDCEFGHIC
preventably,11,ABCDCEFGHIJ
prevention,10,ABCDCEFGHE
preventive,10,ABCDCEFGDC
preview,7,ABCDECF
previous,8,ABCDEFGH
prevision,9,ABCDEFEGH
prewar,6,ABCDEB
prey,4,ABCD
price,5,ABCDE
priceless,9,ABCDEFEGG
prick,5,ABCDE
prickle,7,ABCDEFG
prickly,7,ABCDEFG
pride,5,ABCDE
priest,6,ABCDEF
Priestley,9,ABCDEFGDH
priestly,8,ABCDEFGH
prig,4,ABCD
priggish,8,ABCDDCEF
prim,4,ABCD
primacy,7,ABCDEFG
primal,6,ABCDEF
primarily,9,ABCDEBCFG
primary,7,ABCDEBF
primate,7,ABCDEFG
prime,5,ABCDE
Prime's,7,ABCDEFG
primed,6,ABCDEF
primeval,8,ABCDEFGH
primitive,9,ABCDCECFG
primitivism,11,ABCDCECFCGD
primordial,10,ABCDEBFCGH
primp,5,ABCDA
primrose,8,ABCDBEFG
prince,6,ABCDEF
princely,8,ABCDEFGH
princess,8,ABCDEFGG
Princeton,9,ABCDEFGHD
principal,9,ABCDECAFG
principality,12,ABCDECAFGCHI
Principia,9,ABCDECACF
principle,9,ABCDECAFG
principled,10,ABCDECAFGH
print,5,ABCDE
printable,9,ABCDEFGHI
printably,9,ABCDEFGHI
printmake,9,ABCDEFGHI
printout,8,ABCDEFGE
prints,6,ABCDEF
prior,5,ABCDB
priori,6,ABCDBC
prioritize,10,ABCDBCECFG
priority,8,ABCDBCEF
priory,6,ABCDBE
Priscilla,9,ABCDECFFG
prism,5,ABCDE
prismatic,9,ABCDEFGCH
prison,6,ABCDEF
prisoner,8,ABCDEFGB
prissy,6,ABCDDE
pristine,8,ABCDECFG
privacy,7,ABCDEFG
private,7,ABCDEFG
privative,9,ABCDEFCDG
privilege,9,ABCDCEFGF
privy,5,ABCDE
prize,5,ABCDE
pro,3,ABC
probabilist,11,ABCDEDFGFHI
probabilistic,13,ABCDEDFGFHIFJ
probabilistically,17,ABCDEDFGFHIFJEGGK
probability,11,ABCDEDFGFHI
probable,8,ABCDEDFG
probably,8,ABCDEDFG
probate,7,ABCDEFG
probates,8,ABCDEFGH
probation,9,ABCDEFGCH
probe,5,ABCDE
probity,7,ABCDEFG
problem,7,ABCDEFG
problematic,11,ABCDEFGHIJK
problematical,13,ABCDEFGHIJKHE
procaine,8,ABCDEFGH
procedural,10,ABCDEFGBHI
procedure,9,ABCDEFGBE
proceed,7,ABCDEEF
process,7,ABCDEFF
procession,10,ABCDEFFGCH
processional,12,ABCDEFFGCHIJ
processor,9,ABCDEFFCB
proclaim,8,ABCDEFGH
proclamation,12,ABCDEFGFHICJ
proclivity,10,ABCDEFGFHI
procrastinate,13,ABCDBEFGHIEGJ
procrastinator,14,ABCDBEFGHIEGCB
procreate,9,ABCDBEFGE
procreativity,13,ABCDBEFGHIHGJ
procrustean,11,ABCDBEFGHIJ
Procrustes,10,ABCDBEFGHF
proctor,7,ABCDECB
procure,7,ABCDEBF
procurement,11,ABCDEBFGFHI
Procyon,7,ABCDECF
prod,4,ABCD
prodded,7,ABCDDED
prodding,8,ABCDDEFG
prodigal,8,ABCDEFGH
prodigious,10,ABCDEFECGH
prodigy,7,ABCDEFG
produce,7,ABCDEFG
producible,10,ABCDEFGHIJ
product,7,ABCDEFG
production,10,ABCDEFGHCI
productive,10,ABCDEFGHIJ
productively,12,ABCDEFGHIJKL
productivity,12,ABCDEFGHIHGJ
productize,10,ABCDEFGHIJ
prof,4,ABCD
profane,7,ABCDEFG
profanity,9,ABCDEFGHI
profess,7,ABCDEFF
professed,9,ABCDEFFEG
profession,10,ABCDEFFGCH
professional,12,ABCDEFFGCHIJ
professionalism,15,ABCDEFFGCHIJGFK
professor,9,ABCDEFFCB
professorial,12,ABCDEFFCBGHI
professorship,13,ABCDEFFCBFGHA
proffer,7,ABCDDEB
proficiency,11,ABCDEFEGHFI
proficient,10,ABCDEFEGHI
profile,7,ABCDEFG
profit,6,ABCDEF
profitability,13,ABCDEFGHEIEFJ
profitable,10,ABCDEFGHIJ
profitably,10,ABCDEFGHIJ
profiteer,9,ABCDEFGGB
profligate,10,ABCDEFGHIJ
profound,8,ABCDCEFG
profoundity,11,ABCDCEFGHIJ
profundity,10,ABCDEFGHIJ
profuse,7,ABCDEFG
progenitor,10,ABCDEFGHCB
progeny,7,ABCDEFG
prognoses,9,ABCDECFGF
prognosis,9,ABCDECFGF
prognosticate,13,ABCDECFGHIJGK
prognosticator,14,ABCDECFGHIJGCB
program,7,ABCDBEF
programability,14,ABCDBEFEGHIHJK
programable,11,ABCDBEFEGHI
programed,9,ABCDBEFGH
programer,9,ABCDBEFGB
programing,10,ABCDBEFGHD
programmability,15,ABCDBEFFEGHIHJK
programmable,12,ABCDBEFFEGHI
programmed,10,ABCDBEFFGH
programmer,10,ABCDBEFFGB
programming,11,ABCDBEFFGHD
progress,8,ABCDBEFF
progression,11,ABCDBEFFGCH
progressive,11,ABCDBEFFGHE
progressivism,13,ABCDBEFFGHGFI
prohibit,8,ABCDEFEG
prohibition,11,ABCDEFEGECH
prohibitive,11,ABCDEFEGEHI
prohibitory,11,ABCDEFEGCBH
project,7,ABCDEFG
projected,9,ABCDEFGEH
projectile,10,ABCDEFGHIE
projection,10,ABCDEFGHCI
projectionist,13,ABCDEFGHCIHJG
projective,10,ABCDEFGHIE
projector,9,ABCDEFGCB
Prokofieff,10,ABCDCEFGEE
Prokofiev,9,ABCDCEFGH
prolate,7,ABCDEFG
prolegomena,11,ABCDEFCGEHI
proletarianization,18,ABCDEFGBHGIHJGFHCI
proletarianized,15,ABCDEFGBHGIHJEK
proletariat,11,ABCDEFGBHGF
proliferate,11,ABCDEFGBHIG
prolific,8,ABCDEFEG
prolifically,12,ABCDEFEGHDDI
prolix,6,ABCDEF
prolixity,9,ABCDEFEGH
prolog,6,ABCDCE
prologue,8,ABCDCEFG
prolong,7,ABCDCEF
prolongate,10,ABCDCEFGHI
promenade,9,ABCDEFGHE
Promethean,10,ABCDEFGEHI
Prometheus,10,ABCDEFGEHI
promethium,10,ABCDEFGHID
prominence,10,ABCDEFGFHG
prominent,9,ABCDEFGFH
promiscuity,11,ABCDEFGHEIJ
promiscuous,11,ABCDEFGHCHF
promise,7,ABCDEFG
promising,9,ABCDEFEGH
promontory,10,ABCDCEFCBG
promote,7,ABCDCEF
promotional,11,ABCDCEFCGHI
promotive,9,ABCDCEFGH
prompt,6,ABCDAE
promptitude,11,ABCDAEFEGHI
promulgate,10,ABCDEFGHIJ
promulgators,12,ABCDEFGHICBJ
prone,5,ABCDE
prong,5,ABCDE
pronominalization,17,ABCDCEFDGHFIGJFCD
pronominalize,13,ABCDCEFDGHFIJ
pronoun,7,ABCDCED
pronounce,9,ABCDCEDFG
pronounceable,13,ABCDCEDFGHIJG
pronounced,10,ABCDCEDFGH
pronouncement,13,ABCDCEDFGHGDI
pronto,6,ABCDEC
pronunciation,13,ABCDEDFGHIGCD
proof,5,ABCCD
prop,4,ABCA
propaganda,10,ABCADEDFGD
propagandist,12,ABCADEDFGHIJ
propagandistic,14,ABCADEDFGHIJHK
propagate,9,ABCADEDFG
propane,7,ABCADEF
propel,6,ABCADE
propellant,10,ABCADEEFGH
propelled,9,ABCADEEDF
propeller,9,ABCADEEDB
propelling,10,ABCADEEFGH
propensity,10,ABCADEFGHI
proper,6,ABCADB
propertied,10,ABCADBEFDG
property,8,ABCADBEF
prophecy,8,ABCADEFG
prophesy,8,ABCADEFG
prophet,7,ABCADEF
prophetic,9,ABCADEFGH
prophetically,13,ABCADEFGHIJJK
propinquity,11,ABCADEFGDHI
propionate,10,ABCADCEFGH
propitiate,10,ABCADEDFEG
propitious,10,ABCADEDCFG
proponent,9,ABCACDEDF
proportion,10,ABCACBDECF
proportional,12,ABCACBDECFGH
proportionality,15,ABCACBDECFGHEDI
proportionate,13,ABCACBDECFGDH
proportionately,15,ABCACBDECFGDHIJ
proportionment,14,ABCACBDECFGHFD
proposal,8,ABCACDEF
propose,7,ABCACDE
proposition,11,ABCACDEFECG
propositional,13,ABCACDEFECGHI
propound,8,ABCACDEF
propped,7,ABCAADE
propping,8,ABCAADEF
proprietary,11,ABCABDEFGBH
proprietor,10,ABCABDEFCB
proprietorship,14,ABCABDEFCBGHDA
propriety,9,ABCABDEFG
proprioception,14,ABCABDCEFAGDCH
proprioceptive,14,ABCABDCEFAGDHF
propulsion,10,ABCADEFGCH
propylene,9,ABCADEFGF
prorate,7,ABCBDEF
pros,4,ABCD
prosaic,7,ABCDEFG
proscenium,10,ABCDEFGHIJ
proscribe,9,ABCDEBFGH
proscription,12,ABCDEBFAGFCH
prose,5,ABCDE
prosecute,9,ABCDEFGHE
prosecutor,10,ABCDEFGHCB
proselytize,11,ABCDEFGHIJE
prosodic,8,ABCDCEFG
prosody,7,ABCDCEF
prospect,8,ABCDAEFG
prospection,11,ABCDAEFGHCI
prospective,11,ABCDAEFGHIE
prospector,10,ABCDAEFGCB
prospectus,10,ABCDAEFGHD
prosper,7,ABCDAEB
prosperity,10,ABCDAEBFGH
prosperous,10,ABCDAEBCFD
prostate,8,ABCDEFEG
prosthetic,10,ABCDEFGEHI
prostitute,10,ABCDEFEGEH
prostitution,12,ABCDEFEGEFCH
prostrate,9,ABCDEBFEG
protactinium,12,ABCDEFDGHGIJ
protagonist,11,ABCDEFCGHID
protean,7,ABCDEFG
protease,8,ABCDEFGE
protect,7,ABCDEFD
protected,9,ABCDEFDEG
protection,10,ABCDEFDGCH
protectionist,13,ABCDEFDGCHGID
protective,10,ABCDEFDGHE
protector,9,ABCDEFDCB
protectorate,12,ABCDEFDCBGDE
protege,7,ABCDEFE
protein,7,ABCDEFG
proteolysis,11,ABCDECFGHIH
proteolytic,11,ABCDECFGDHI
protest,7,ABCDEFD
protestant,10,ABCDEFDGHD
Protestantism,13,ABCDEFDGHDIFJ
protestants,11,ABCDEFDGHDF
protestation,12,ABCDEFDGDHCI
protester,9,ABCDEFDEB
protesting,10,ABCDEFDGHI
protocol,8,ABCDCECF
proton,6,ABCDCE
protoplasm,10,ABCDCAEFGH
protoplasmic,12,ABCDCAEFGHIJ
prototype,9,ABCDCDEAF
prototypic,10,ABCDCDEAFG
prototypical,12,ABCDCDEAFGHI
protozoa,8,ABCDCECF
protozoan,9,ABCDCECFG
protract,8,ABCDBEFD
protrude,8,ABCDBEFG
protrusion,10,ABCDBEFGCH
protrusive,10,ABCDBEFGHI
protuberance,12,ABCDEFGBHIJG
protuberant,11,ABCDEFGBHID
proud,5,ABCDE
Proust,6,ABCDEF
provability,11,ABCDEFGHGIJ
provable,8,ABCDEFGH
provably,8,ABCDEFGH
prove,5,ABCDE
proved,6,ABCDEF
proven,6,ABCDEF
provenance,10,ABCDEFGFHE
proverb,7,ABCDEBF
proverbial,10,ABCDEBFGHI
provide,7,ABCDEFG
providence,10,ABCDEFGHIG
provident,9,ABCDEFGHI
providential,12,ABCDEFGHIEJK
province,8,ABCDEFGH
provincial,10,ABCDEFGEHI
provincialism,13,ABCDEFGEHIEJK
provision,9,ABCDEFECG
provisional,11,ABCDEFECGHI
proviso,7,ABCDEFC
provocateur,11,ABCDCEFGHIB
provocation,11,ABCDCEFGHCI
provocative,11,ABCDCEFGHDI
provoke,7,ABCDCEF
provoking,9,ABCDCEFGH
provost,7,ABCDCEF
prow,4,ABCD
prowess,7,ABCDEFF
prowl,5,ABCDE
proximal,8,ABCDEFGH
proximate,9,ABCDEFGHI
proximity,9,ABCDEFEGH
Proxmire,8,ABCDEFBG
proxy,5,ABCDE
prudence,8,ABCDEFGE
prudent,7,ABCDEFG
prudential,10,ABCDEFGHIJ
prune,5,ABCDE
prurient,8,ABCBDEFG
Prussia,7,ABCDDEF
Prussian,8,ABCDDEFG
pry,3,ABC
prying,6,ABCDEF
psalm,5,ABCDE
psalmist,8,ABCDEFBG
pseudo,6,ABCDEF
pseudonym,9,ABCDEFGHI
psi,3,ABC
psych,5,ABCDE
psyche,6,ABCDEF
psychiatric,11,ABCDEFGHIFD
psychiatrist,12,ABCDEFGHIFBH
psychiatry,10,ABCDEFGHIC
psychic,7,ABCDEFD
psychical,9,ABCDEFDGH
psycho,6,ABCDEF
psychoacoustic,14,ABCDEFGDFHBIJD
psychoactive,12,ABCDEFGDHIJK
psychoanalysis,14,ABCDEFGHGICBJB
psychoanalyst,13,ABCDEFGHGICBJ
psychoanalytic,14,ABCDEFGHGICJKD
psychobiology,13,ABCDEFGHFIFJC
psychocultural,14,ABCDEFDGHIGJKH
psycholinguistic,16,ABCDEFGHIJKHBLHD
psychological,13,ABCDEFGFHIDJG
psychologist,12,ABCDEFGFHIBJ
psychology,10,ABCDEFGFHC
psychometric,12,ABCDEFGHIJKD
psychometry,11,ABCDEFGHIJC
psychopath,10,ABCDEFAGHE
psychopathic,12,ABCDEFAGHEID
psychophysic,12,ABCDEFAECBGD
psychophysical,14,ABCDEFAECBGDHI
psychophysiology,16,ABCDEFAECBGFHFIC
psychos,7,ABCDEFB
psychosis,9,ABCDEFBGB
psychosocial,12,ABCDEFBFDGHI
psychosomatic,13,ABCDEFBFGHIJD
psychotherapeutic,17,ABCDEFGEHIJAHKGLD
psychotherapists,16,ABCDEFGEHIJAKBGB
psychotherapy,13,ABCDEFGEHIJAC
psychotic,9,ABCDEFGHD
PTA,3,ABC
ptarmigan,9,ABCDEFGCH
Ptolemaic,9,ABCDEFGHI
Ptolemaists,11,ABCDEFGHIBI
Ptolemy,7,ABCDEFG
pub,3,ABC
puberty,7,ABCDEFG
pubescent,9,ABCDEFDGH
public,6,ABCDEF
publication,11,ABCDEFGHEIJ
publicists,10,ABCDEFEGHG
publicity,9,ABCDEFEGH
publicize,9,ABCDEFEGH
publics,7,ABCDEFG
publish,7,ABCDEFG
published,9,ABCDEFGHI
Puccini,7,ABCCDED
puck,4,ABCD
pucker,6,ABCDEF
puckish,7,ABCDEFG
pudding,7,ABCCDEF
puddle,6,ABCCDE
puddly,6,ABCCDE
pueblo,6,ABCDEF
puerile,7,ABCDEFC
Puerto,6,ABCDEF
puff,4,ABCC
puffball,8,ABCCDEFF
puffery,7,ABCCDEF
puffin,6,ABCCDE
puffy,5,ABCCD
puissant,8,ABCDDEFG
puke,4,ABCD
Pulaski,7,ABCDEFG
Pulitzer,8,ABCDEFGH
pull,4,ABCC
pulley,6,ABCCDE
Pullman,7,ABCCDEF
pullover,8,ABCCDEFG
pulmonary,9,ABCDEFGHI
pulp,4,ABCA
pulpit,6,ABCADE
pulsar,6,ABCDEF
pulsate,7,ABCDEFG
pulse,5,ABCDE
pulsed,6,ABCDEF
pulses,6,ABCDED
pulverable,10,ABCDEFGHCE
pulverize,9,ABCDEFGHE
pulverized,10,ABCDEFGHEI
pulverizes,10,ABCDEFGHEI
puma,4,ABCD
pumice,6,ABCDEF
pummel,6,ABCCDE
pummeled,8,ABCCDEDF
pummelled,9,ABCCDEEDF
pump,4,ABCA
pumpkin,7,ABCADEF
pun,3,ABC
punch,5,ABCDE
punched,7,ABCDEFG
puncher,7,ABCDEFG
punctual,8,ABCDEBFG
punctuality,11,ABCDEBFGHEI
punctuate,9,ABCDEBFEG
punctuation,11,ABCDEBFEGHC
puncture,8,ABCDEBFG
pundit,6,ABCDEF
punditry,8,ABCDEFGH
pungency,8,ABCDECFG
pungent,7,ABCDECF
punish,6,ABCDEF
punishable,10,ABCDEFGHIJ
punished,8,ABCDEFGH
punishment,10,ABCDEFGHCI
punitive,8,ABCDEDFG
punk,4,ABCD
punky,5,ABCDE
punster,7,ABCDEFG
punt,4,ABCD
puny,4,ABCD
pup,3,ABA
pupa,4,ABAC
pupal,5,ABACD
pupate,6,ABACDE
pupil,5,ABACD
puppet,6,ABAACD
puppeteer,9,ABAACDCCE
puppy,5,ABAAC
puppyish,8,ABAACDEF
Purcell,7,ABCDEFF
purchasable,11,ABCDEFGFHIJ
purchase,8,ABCDEFGH
Purdue,6,ABCDBE
pure,4,ABCD
purgation,9,ABCDEFGHI
purgative,9,ABCDEFGHI
purgatory,9,ABCDEFGCH
purge,5,ABCDE
purify,6,ABCDEF
Purina,6,ABCDEF
purism,6,ABCDEF
purist,6,ABCDEF
puritan,7,ABCDEFG
puritanic,9,ABCDEFGDH
puritanical,11,ABCDEFGDHFI
purity,6,ABCDEF
purloin,7,ABCDEFG
purple,6,ABCADE
purport,7,ABCADCE
purported,9,ABCADCEFG
purpose,7,ABCADEF
purposeful,10,ABCADEFGBH
purposeless,11,ABCADEFGFEE
purposive,9,ABCADEFGH
